255,000255,FUERZA DE TAREA,17 ENERO 2020,14,1,552,10,42,144,144,0,8,8,
256,000256,FUERZA DE TAREA,17 ENERO 2020,8,1,426,10,39,180,180,0,10,10,
257,000257,FUERZA DE TAREA,17 ENERO 2020,2,1,59,10,41,180,180,0,10,10,
258,000258,FUERZA DE TAREA,17 ENERO 2020,11,1,403,10,42,50,50,0,1,1,SE LE MINISTRAN 50 CARTUCHOS AL DIRECTOR DE LA U.P.C. ESTRELLA
259,000259,FUERZA DE TAREA,17 ENERO 2020,11,1,403,10,42,126,126,0,7,7,
260,000260,FUERZA DE TAREA,17 ENERO 2020,15,1,260,10,25,72,72,0,4,4,
261,000261,FUERZA DE TAREA,17 ENERO 2020,15,1,260,10,41,144,144,0,8,8,
262,000262,FUERZA DE TAREA,17 ENERO 2020,20,1,169,10,39,90,90,0,5,5,
263,000263,FUERZA DE TAREA,17 ENERO 2020,58,1,285,10,42,72,72,0,4,4,
264,000264,FUERZA DE TAREA,17 ENERO 2020,58,1,285,10,42,180,180,0,10,10,
265,000265,FUERZA DE TAREA,17 ENERO 2020,58,1,285,10,42,162,162,0,9,9,
266,000266,FUERZA DE TAREA,17 ENERO 2020,58,1,285,10,42,180,180,0,10,10,
267,000267,FUERZA DE TAREA,17 ENERO 2020,43,1,531,10,41,72,72,0,4,4,
268,000268,FUERZA DE TAREA,20 ENERO 2020,11,2,224,10,39,90,90,0,5,5,
269,000269,FUERZA DE TAREA,20 ENERO 2020,13,2,391,10,44,162,162,0,9,9,
270,000270,FUERZA DE TAREA,20 ENERO 2020,13,2,391,10,39,108,108,0,6,6,
271,000271,FUERZA DE TAREA,20 ENERO 2020,45,2,433,10,41,18,18,0,1,1,
272,000272,FUERZA DE TAREA,20 ENERO 2020,1,2,11,10,39,180,180,0,10,10,
273,000273,FUERZA DE TAREA,20 ENERO 2020,1,2,11,10,25,144,144,0,8,8,
274,000274,FUERZA DE TAREA,20 ENERO 2020,55,2,524,10,39,126,126,0,7,7,
275,000275,FUERZA DE TAREA,20 ENERO 2020,55,2,524,10,39,126,126,0,7,7,
276,000276,FUERZA DE TAREA,20 ENERO 2020,55,2,524,10,44,162,162,0,9,9,
277,000277,FUERZA DE TAREA,20 ENERO 2020,55,2,524,10,25,36,36,0,2,2,
278,000278,FUERZA DE TAREA,20 ENERO 2020,10,2,553,10,25,180,180,0,10,10,
279,000279,FUERZA DE TAREA,20 ENERO 2020,20,2,169,10,44,90,90,0,5,5,
280,000280,FUERZA DE TAREA,20 ENERO 2020,30,2,33,10,44,108,108,0,6,6,
281,000281,FUERZA DE TAREA,20 ENERO 2020,30,2,33,10,44,72,72,0,4,4,
282,000282,FUERZA DE TAREA,20 ENERO 2020,30,2,33,10,25,72,72,0,4,4,
283,000283,FUERZA DE TAREA,20 ENERO 2020,30,2,33,10,25,126,126,0,7,7,
284,000284,FUERZA DE TAREA,20 ENERO 2020,30,2,33,10,25,54,54,0,3,3,
285,000285,FUERZA DE TAREA,20 ENERO 2020,30,2,33,10,44,54,54,0,3,3,
